Modelo_ID,Nombre,Categoria,Tipo_Algoritmo,Tiempo_Entrenamiento,Usar_Escalado,Accuracy,Precision,Recall,F1_Score,ROC_AUC,CV_F1_Mean,CV_F1_Std,N_Estimators,Support_Vectors,Features_Activos,Hidden_Layers,N_Neighbors,Parametros_JSON,Ratio_Eficiencia
Boosting_XGBoost_Conservative,XGBoost Conservative,Boosting,Unknown,1.4568276405334473,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,"{""objective"": ""binary:logistic"", ""base_score"": null, ""booster"": null, ""callbacks"": null, ""colsample_bylevel"": null, ""colsample_bynode"": null, ""colsample_bytree"": 0.8, ""device"": null, ""early_stopping_rounds"": null, ""enable_categorical"": false, ""eval_metric"": ""logloss"", ""feature_types"": null, ""feature_weights"": null, ""gamma"": null, ""grow_policy"": null, ""importance_type"": null, ""interaction_constraints"": null, ""learning_rate"": 0.1, ""max_bin"": null, ""max_cat_threshold"": null, ""max_cat_to_onehot"": null, ""max_delta_step"": null, ""max_depth"": 4, ""max_leaves"": null, ""min_child_weight"": null, ""missing"": NaN, ""monotone_constraints"": null, ""multi_strategy"": null, ""n_estimators"": 100, ""n_jobs"": -1, ""num_parallel_tree"": null, ""random_state"": 42, ""reg_alpha"": null, ""reg_lambda"": null, ""sampling_method"": null, ""scale_pos_weight"": null, ""subsample"": 0.8, ""tree_method"": null, ""validate_parameters"": null, ""verbosity"": null}",0.0
Boosting_XGBoost_Aggressive,XGBoost Aggressive,Boosting,Unknown,1.9842877388000488,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,"{""objective"": ""binary:logistic"", ""base_score"": null, ""booster"": null, ""callbacks"": null, ""colsample_bylevel"": null, ""colsample_bynode"": null, ""colsample_bytree"": 0.9, ""device"": null, ""early_stopping_rounds"": null, ""enable_categorical"": false, ""eval_metric"": ""logloss"", ""feature_types"": null, ""feature_weights"": null, ""gamma"": 0.1, ""grow_policy"": null, ""importance_type"": null, ""interaction_constraints"": null, ""learning_rate"": 0.15, ""max_bin"": null, ""max_cat_threshold"": null, ""max_cat_to_onehot"": null, ""max_delta_step"": null, ""max_depth"": 6, ""max_leaves"": null, ""min_child_weight"": null, ""missing"": NaN, ""monotone_constraints"": null, ""multi_strategy"": null, ""n_estimators"": 200, ""n_jobs"": -1, ""num_parallel_tree"": null, ""random_state"": 42, ""reg_alpha"": null, ""reg_lambda"": null, ""sampling_method"": null, ""scale_pos_weight"": null, ""subsample"": 0.9, ""tree_method"": null, ""validate_parameters"": null, ""verbosity"": null}",0.0
Boosting_XGBoost_Regularized,XGBoost Regularized,Boosting,Unknown,1.352104902267456,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,"{""objective"": ""binary:logistic"", ""base_score"": null, ""booster"": null, ""callbacks"": null, ""colsample_bylevel"": null, ""colsample_bynode"": null, ""colsample_bytree"": 0.7, ""device"": null, ""early_stopping_rounds"": null, ""enable_categorical"": false, ""eval_metric"": ""logloss"", ""feature_types"": null, ""feature_weights"": null, ""gamma"": null, ""grow_policy"": null, ""importance_type"": null, ""interaction_constraints"": null, ""learning_rate"": 0.08, ""max_bin"": null, ""max_cat_threshold"": null, ""max_cat_to_onehot"": null, ""max_delta_step"": null, ""max_depth"": 5, ""max_leaves"": null, ""min_child_weight"": null, ""missing"": NaN, ""monotone_constraints"": null, ""multi_strategy"": null, ""n_estimators"": 150, ""n_jobs"": -1, ""num_parallel_tree"": null, ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""sampling_method"": null, ""scale_pos_weight"": null, ""subsample"": 0.7, ""tree_method"": null, ""validate_parameters"": null, ""verbosity"": null}",0.0
Boosting_LightGBM_Fast,LightGBM Fast,Boosting,Unknown,1.3208746910095215,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 0.8, ""importance_type"": ""split"", ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 0.8, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}",0.0
Boosting_LightGBM_Balanced,LightGBM Balanced,Boosting,Unknown,1.5719366073608398,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 0.9, ""importance_type"": ""split"", ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_samples"": 10, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 150, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1, ""subsample"": 0.9, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}",0.0
Boosting_CatBoost_Simple,CatBoost Simple,Boosting,Unknown,4.838769912719727,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,"{""iterations"": 100, ""learning_rate"": 0.1, ""depth"": 4, ""l2_leaf_reg"": 3, ""thread_count"": 4, ""random_seed"": 42, ""silent"": true, ""bootstrap_type"": ""Bernoulli"", ""subsample"": 0.8}",0.0
Boosting_CatBoost_Optimized,CatBoost Optimized,Boosting,Unknown,8.605449676513672,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,"{""iterations"": 150, ""learning_rate"": 0.08, ""depth"": 6, ""l2_leaf_reg"": 1, ""thread_count"": 4, ""random_seed"": 42, ""silent"": true, ""bagging_temperature"": 1.0, ""bootstrap_type"": ""Bayesian""}",0.0
Boosting_AdaBoost_Classic,AdaBoost Classic,Boosting,Unknown,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,{},0.0
Boosting_AdaBoost_Conservative,AdaBoost Conservative,Boosting,Unknown,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,{},0.0
Boosting_GradientBoosting_Classic,Gradient Boosting Classic,Boosting,Unknown,84.4594931602478,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,"{""ccp_alpha"": 0.0, ""criterion"": ""friedman_mse"", ""init"": null, ""learning_rate"": 0.1, ""loss"": ""log_loss"", ""max_depth"": 3, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""n_estimators"": 100, ""n_iter_no_change"": null, ""random_state"": 42, ""subsample"": 0.8, ""tol"": 0.0001, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}",0.0
Boosting_HistGradientBoosting,Hist Gradient Boosting,Boosting,Unknown,4.40399694442749,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,"{""categorical_features"": ""from_dtype"", ""class_weight"": null, ""early_stopping"": ""auto"", ""interaction_cst"": null, ""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""loss"": ""log_loss"", ""max_bins"": 255, ""max_depth"": 6, ""max_features"": 1.0, ""max_iter"": 100, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20, ""monotonic_cst"": null, ""n_iter_no_change"": 10, ""random_state"": 42, ""scoring"": ""loss"", ""tol"": 1e-07, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}",0.0
Redes_Neuronales_NN_Tiny_50,NN Tiny (50),Redes_Neuronales,Unknown,14.141207456588745,False,0.6814828614008942,0.6949884578151762,0.6769911504424779,0.6858717618960132,0.745316383900632,0.6722082042837381,0.004308380122640826,0,0,0,0,0,{},0.04849821104671116
Redes_Neuronales_NN_Small_100,NN Small (100),Redes_Neuronales,Unknown,12.184841394424438,False,0.6790983606557377,0.6863338376197681,0.6910633976497896,0.6886904977048469,0.7468330725715195,0.6791730234124943,0.0011066341186934362,0,0,0,0,0,{},0.05651562952558642
Redes_Neuronales_NN_Small_Tanh,NN Small Tanh (100),Redes_Neuronales,Unknown,15.53402829170227,False,0.6745529061102832,0.69119539707775,0.6622660670245176,0.6764215595480645,0.7431607785900041,0.6761468346267592,0.0020351475202624388,0,0,0,0,0,{},0.0435417011702104
Redes_Neuronales_NN_Two_Classic,"NN Two Classic (100,50)",Redes_Neuronales,Unknown,18.96012282371521,False,0.6788375558867362,0.6968149954282231,0.6633541273755984,0.6796729840208101,0.7493191190490833,0.6770443096921861,0.007362001271372252,0,0,0,0,0,{},0.03584560842413425
Redes_Neuronales_NN_Two_Symmetric,"NN Two Symmetric (80,80)",Redes_Neuronales,Unknown,21.39433455467224,False,0.686177347242921,0.69143999428857,0.7025243000145075,0.6969380779332925,0.7546956130469088,0.670641811724489,0.006710563602733478,0,0,0,0,0,{},0.03257430147457533
Redes_Neuronales_NN_Bottleneck,"NN Bottleneck (120,30)",Redes_Neuronales,Unknown,22.387328624725342,False,0.6807749627421759,0.6979514415781487,0.6672711446394893,0.6822665578877104,0.7507765397984927,0.6809234040937309,0.00392350764201547,0,0,0,0,0,{},0.0304742068657249
Redes_Neuronales_NN_Deep_Decreasing,"NN Deep Decreasing (150,100,50)",Redes_Neuronales,Unknown,65.58761477470398,False,0.6868107302533532,0.7006564224973892,0.6813433918468011,0.690864960282436,0.7569705488107286,0.6855360937314409,0.0057661666071508475,0,0,0,0,0,{},0.010533306163814374
Redes_Neuronales_NN_Deep_Uniform,"NN Deep Uniform (100,100,100)",Redes_Neuronales,Unknown,47.33445334434509,False,0.6820044709388972,0.6890072708948239,0.6942550413462933,0.6916212017198395,0.7536637644240929,0.6821307246226194,0.006627568288512888,0,0,0,0,0,{},0.01461106111498695
Redes_Neuronales_NN_Diamond,"NN Diamond (80,120,80)",Redes_Neuronales,Unknown,40.25841450691223,False,0.6833830104321907,0.6979931106784484,0.6761207021616132,0.6868828297715549,0.7528230723516958,0.6807560416081709,0.0050510790369249076,0,0,0,0,0,{},0.01706142123983503
Redes_Neuronales_NN_SGD,"NN SGD Momentum (100,50)",Redes_Neuronales,Unknown,129.82211136817932,False,0.67924739195231,0.6940259350873248,0.6716233860438126,0.6826409112692152,0.7441435447498146,0.6743654937330998,0.005680395199421659,0,0,0,0,0,{},0.005258238722481704
Redes_Neuronales_NN_High_Reg,"NN High Regularization (100,50)",Redes_Neuronales,Unknown,33.03707766532898,False,0.684575260804769,0.6817436458048647,0.7237777455389526,0.7021321511505172,0.7589543293821905,0.6845462830670594,0.004988077966162204,0,0,0,0,0,{},0.021252209594729326
Redes_Neuronales_NN_Low_Reg,"NN Low Regularization (100,50)",Redes_Neuronales,Unknown,17.273218154907227,False,0.6811102831594635,0.7041637372080306,0.653851733642826,0.6780757513070298,0.752078767056531,0.6791406536095078,0.007135901349922917,0,0,0,0,0,{},0.039253629034110775
SVM_LinearSVC_Basic,LinearSVC Basic (C=1.0),SVM,LinearSVC,6.067838430404663,False,0.6406110283159463,0.6446743080793962,0.6690845785579573,0.6566526660496903,0.6922342808369506,0.65050158629159,0.003407337579974547,0,0,0,0,0,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 2000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 42, ""tol"": 0.0001, ""verbose"": 0}",0.10820071642703222
SVM_LinearSVC_LowReg,LinearSVC Low Reg (C=10.0),SVM,LinearSVC,5.7771666049957275,False,0.6406482861400894,0.6446991404011462,0.6691571159146961,0.6567004805125467,0.6922363534916207,0.6504777453782553,0.003396631821695455,0,0,0,0,0,"{""C"": 10.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 2000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 42, ""tol"": 0.0001, ""verbose"": 0}",0.1136520501061309
SVM_LinearSVC_HighReg,LinearSVC High Reg (C=0.1),SVM,LinearSVC,5.182664394378662,False,0.6405737704918033,0.6447304007273236,0.6687218917742638,0.656507032223607,0.6922149768092725,0.650561872244654,0.0032984405625678614,0,0,0,0,0,"{""C"": 0.1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 2000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 42, ""tol"": 0.0001, ""verbose"": 0}",0.1266492161289502
SVM_LinearSVC_L1,LinearSVC L1 Penalty (C=1.0),SVM,LinearSVC,60.41230320930481,False,0.6406855439642325,0.6448049223884771,0.6689395038444799,0.6566505269154087,0.692197200878201,0.6505255746600056,0.0033781312903898315,0,0,0,0,0,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 2000, ""multi_class"": ""ovr"", ""penalty"": ""l1"", ""random_state"": 42, ""tol"": 0.0001, ""verbose"": 0}",0.010869303481725063
SVM_LinearSVC_Balanced,LinearSVC Balanced (C=1.0),SVM,LinearSVC,5.3677589893341064,False,0.6406110283159463,0.6448160067161046,0.6685768170607863,0.6564814814814814,0.6922282017908137,0.6398519065948929,0.0035451529507929155,0,0,0,0,0,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 2000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 42, ""tol"": 0.0001, ""verbose"": 0}",0.12227806887693903
Modelos_Lineales_LogReg_Basic,Logistic Regression Basic (C=1.0),Modelos_Lineales,LogisticRegression,3.052102565765381,False,0.6413561847988077,0.645923951171601,0.6678514434933991,0.6567047075606277,0.6926966884268364,0.6506971722635568,0.003297230256912867,0,0,57,0,0,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 1000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",0.21509421757535968
Modelos_Lineales_LogReg_LowReg,Logistic Regression Low Reg (C=10.0),Modelos_Lineales,LogisticRegression,2.9418141841888428,False,0.64150521609538,0.6460847600336794,0.6679239808501378,0.6568228832299022,0.6927042455591457,0.6505881665972968,0.0033050032154487968,0,0,57,0,0,"{""C"": 10.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 1000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",0.22319549999414892
Modelos_Lineales_LogReg_HighReg,Logistic Regression High Reg (C=0.1),Modelos_Lineales,LogisticRegression,2.8391780853271484,False,0.6416169895678092,0.6461182411108773,0.6682866676338314,0.6570155107862364,0.6926149769337429,0.6509426708477233,0.003600510584371014,0,0,57,0,0,"{""C"": 0.1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 1000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",0.23132898397480506
Modelos_Lineales_LogReg_L1,Logistic Regression L1 (C=1.0),Modelos_Lineales,LogisticRegression,39.30775570869446,False,0.6416542473919523,0.6461840628507295,0.6682141302770928,0.6570144782825761,0.6926686103462787,0.6506422147367041,0.0033210184826499975,0,0,57,0,0,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 1000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",0.016714201872771443
Modelos_Lineales_LogReg_Elastic,Logistic Regression ElasticNet (l1_ratio=0.5),Modelos_Lineales,LogisticRegression,102.91030430793762,False,0.6410581222056632,0.6455412226584408,0.6679239808501378,0.6565418894830659,0.6924756645336512,0.6505720249407803,0.0034943832801721795,0,0,57,0,0,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.5, ""max_iter"": 1000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""elasticnet"", ""random_state"": 42, ""solver"": ""saga"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",0.006379686798240553
Modelos_Lineales_LogReg_LBFGS,Logistic Regression LBFGS,Modelos_Lineales,LogisticRegression,1.427896499633789,False,0.64150521609538,0.6460437710437711,0.6680690555636153,0.6568718351044861,0.6926735391524246,0.6505964507560232,0.003457863386213143,0,0,57,0,0,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 1000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",0.45970567866380485
Modelos_Lineales_Ridge_Basic,Ridge Classifier Basic (alpha=1.0),Modelos_Lineales,RidgeClassifier,0.4967637062072754,False,0.639865871833085,0.6443587946741416,0.6669809952125344,0.6554747647562019,0.6916336499631001,0.6503032996428029,0.0032154800536580612,0,0,57,0,0,"{""alpha"": 1.0, ""class_weight"": null, ""copy_X"": true, ""fit_intercept"": true, ""max_iter"": null, ""positive"": false, ""random_state"": 42, ""solver"": ""auto"", ""tol"": 0.0001}",1.3168392082070635
Modelos_Lineales_Ridge_LowReg,Ridge Classifier Low Reg (alpha=0.1),Modelos_Lineales,RidgeClassifier,0.1266918182373047,False,0.6399031296572281,0.6444039526245707,0.6669809952125344,0.6554981286758154,0.6916370617860691,0.6502186011816877,0.00318812200986959,0,0,57,0,0,"{""alpha"": 0.1, ""class_weight"": null, ""copy_X"": true, ""fit_intercept"": true, ""max_iter"": null, ""positive"": false, ""random_state"": 42, ""solver"": ""auto"", ""tol"": 0.0001}",5.13343875687968
